file_name	chromosome	annotated	system	drs_id	compact_drs_id	hostbased_drs_id
CCDG_13607_B01_GRM_WGS_2019-02-19_chr19.recalibrated_variants.annotated.vcf.gz	chr19	TRUE	bdc	dg.4503/098272eb-df9f-4185-a378-f6b2d5a2b982	bdc:dg.4503/098272eb-df9f-4185-a378-f6b2d5a2b982	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/098272eb-df9f-4185-a378-f6b2d5a2b982
CCDG_13607_B01_GRM_WGS_2019-02-19_chr19.recalibrated_variants.vcf.gz	chr19	FALSE	bdc	dg.4503/a47cadfc-df36-4258-b066-776497832758	bdc:dg.4503/a47cadfc-df36-4258-b066-776497832758	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/a47cadfc-df36-4258-b066-776497832758
CCDG_13607_B01_GRM_WGS_2019-02-19_chr2.recalibrated_variants.annotated.vcf.gz	chr2	TRUE	bdc	dg.4503/dea17aeb-1276-4359-9a5c-50d0014b8631	bdc:dg.4503/dea17aeb-1276-4359-9a5c-50d0014b8631	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/dea17aeb-1276-4359-9a5c-50d0014b8631
CCDG_13607_B01_GRM_WGS_2019-02-19_chr2.recalibrated_variants.vcf.gz	chr2	FALSE	bdc	dg.4503/6ff298c4-35fc-44aa-acb2-f0b4d98e407a	bdc:dg.4503/6ff298c4-35fc-44aa-acb2-f0b4d98e407a	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/6ff298c4-35fc-44aa-acb2-f0b4d98e407a
CCDG_13607_B01_GRM_WGS_2019-02-19_chr20.recalibrated_variants.annotated.vcf.gz	chr20	TRUE	bdc	dg.4503/06ea6ade-f1cf-42b1-b6be-5a6f912ab965	bdc:dg.4503/06ea6ade-f1cf-42b1-b6be-5a6f912ab965	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/06ea6ade-f1cf-42b1-b6be-5a6f912ab965
CCDG_13607_B01_GRM_WGS_2019-02-19_chr20.recalibrated_variants.vcf.gz	chr20	FALSE	bdc	dg.4503/e497176a-6d6b-4ae4-a7aa-ec08aceb7834	bdc:dg.4503/e497176a-6d6b-4ae4-a7aa-ec08aceb7834	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/e497176a-6d6b-4ae4-a7aa-ec08aceb7834
CCDG_13607_B01_GRM_WGS_2019-02-19_chr21.recalibrated_variants.annotated.vcf.gz	chr21	TRUE	bdc	dg.4503/906965af-2ca3-4b5c-bb18-df7bda18b8e2	bdc:dg.4503/906965af-2ca3-4b5c-bb18-df7bda18b8e2	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/906965af-2ca3-4b5c-bb18-df7bda18b8e2
CCDG_13607_B01_GRM_WGS_2019-02-19_chr21.recalibrated_variants.vcf.gz	chr21	FALSE	bdc	dg.4503/dbd55e76-1100-40b3-b420-0eaeee478fbc	bdc:dg.4503/dbd55e76-1100-40b3-b420-0eaeee478fbc	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/dbd55e76-1100-40b3-b420-0eaeee478fbc
CCDG_13607_B01_GRM_WGS_2019-02-19_chr22.recalibrated_variants.annotated.vcf.gz	chr22	TRUE	bdc	dg.4503/dbf99b00-414c-49b7-b062-140350acf379	bdc:dg.4503/dbf99b00-414c-49b7-b062-140350acf379	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/dbf99b00-414c-49b7-b062-140350acf379
CCDG_13607_B01_GRM_WGS_2019-02-19_chr22.recalibrated_variants.vcf.gz	chr22	FALSE	bdc	dg.4503/85a1664a-41f9-4db3-a577-249e1f856a2a	bdc:dg.4503/85a1664a-41f9-4db3-a577-249e1f856a2a	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/85a1664a-41f9-4db3-a577-249e1f856a2a
CCDG_13607_B01_GRM_WGS_2019-02-19_chr3.recalibrated_variants.annotated.vcf.gz	chr3	TRUE	bdc	dg.4503/5cc56e78-cb80-4e3c-aa41-63ea3297d1f3	bdc:dg.4503/5cc56e78-cb80-4e3c-aa41-63ea3297d1f3	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/5cc56e78-cb80-4e3c-aa41-63ea3297d1f3
CCDG_13607_B01_GRM_WGS_2019-02-19_chr3.recalibrated_variants.vcf.gz	chr3	FALSE	bdc	dg.4503/485bb905-799b-4718-8ade-014674a3337f	bdc:dg.4503/485bb905-799b-4718-8ade-014674a3337f	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/485bb905-799b-4718-8ade-014674a3337f
CCDG_13607_B01_GRM_WGS_2019-02-19_chr4.recalibrated_variants.annotated.vcf.gz	chr4	TRUE	bdc	dg.4503/ed84abc4-2d67-44f0-a93e-ef5960a481b1	bdc:dg.4503/ed84abc4-2d67-44f0-a93e-ef5960a481b1	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/ed84abc4-2d67-44f0-a93e-ef5960a481b1
CCDG_13607_B01_GRM_WGS_2019-02-19_chr4.recalibrated_variants.vcf.gz	chr4	FALSE	bdc	dg.4503/058810f2-8d53-47ae-904b-ab8a8525859a	bdc:dg.4503/058810f2-8d53-47ae-904b-ab8a8525859a	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/058810f2-8d53-47ae-904b-ab8a8525859a
CCDG_13607_B01_GRM_WGS_2019-02-19_chr5.recalibrated_variants.annotated.vcf.gz	chr5	TRUE	bdc	dg.4503/16ea1d28-473b-4a73-8bbb-3e89ac4a18a3	bdc:dg.4503/16ea1d28-473b-4a73-8bbb-3e89ac4a18a3	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/16ea1d28-473b-4a73-8bbb-3e89ac4a18a3
CCDG_13607_B01_GRM_WGS_2019-02-19_chr5.recalibrated_variants.vcf.gz	chr5	FALSE	bdc	dg.4503/f1be8188-fdb7-4a5d-a601-887934562087	bdc:dg.4503/f1be8188-fdb7-4a5d-a601-887934562087	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/f1be8188-fdb7-4a5d-a601-887934562087
CCDG_13607_B01_GRM_WGS_2019-02-19_chr6.recalibrated_variants.annotated.vcf.gz	chr6	TRUE	bdc	dg.4503/1136109d-dee6-4ed2-8a4f-a2f10dfb45f7	bdc:dg.4503/1136109d-dee6-4ed2-8a4f-a2f10dfb45f7	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/1136109d-dee6-4ed2-8a4f-a2f10dfb45f7
CCDG_13607_B01_GRM_WGS_2019-02-19_chr6.recalibrated_variants.vcf.gz	chr6	FALSE	bdc	dg.4503/0966aa9e-e068-447f-b7b6-a72a2bfccdf0	bdc:dg.4503/0966aa9e-e068-447f-b7b6-a72a2bfccdf0	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/0966aa9e-e068-447f-b7b6-a72a2bfccdf0
CCDG_13607_B01_GRM_WGS_2019-02-19_chr7.recalibrated_variants.annotated.vcf.gz	chr7	TRUE	bdc	dg.4503/a7d3a1ee-b86c-4fe8-a2d5-68a36ab923a7	bdc:dg.4503/a7d3a1ee-b86c-4fe8-a2d5-68a36ab923a7	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/a7d3a1ee-b86c-4fe8-a2d5-68a36ab923a7
CCDG_13607_B01_GRM_WGS_2019-02-19_chr7.recalibrated_variants.vcf.gz	chr7	FALSE	bdc	dg.4503/81f2efd4-20bc-44c9-bf04-2743275d21ac	bdc:dg.4503/81f2efd4-20bc-44c9-bf04-2743275d21ac	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/81f2efd4-20bc-44c9-bf04-2743275d21ac
CCDG_13607_B01_GRM_WGS_2019-02-19_chr8.recalibrated_variants.annotated.vcf.gz	chr8	TRUE	bdc	dg.4503/5212ece6-d759-4ee3-907e-8e77e5270511	bdc:dg.4503/5212ece6-d759-4ee3-907e-8e77e5270511	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/5212ece6-d759-4ee3-907e-8e77e5270511
CCDG_13607_B01_GRM_WGS_2019-02-19_chr8.recalibrated_variants.vcf.gz	chr8	FALSE	bdc	dg.4503/775a5dff-61b6-4fb4-b152-2b40e3fc1988	bdc:dg.4503/775a5dff-61b6-4fb4-b152-2b40e3fc1988	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/775a5dff-61b6-4fb4-b152-2b40e3fc1988
CCDG_13607_B01_GRM_WGS_2019-02-19_chr9.recalibrated_variants.annotated.vcf.gz	chr9	TRUE	bdc	dg.4503/20af6bf1-980e-430b-8354-ada34f982995	bdc:dg.4503/20af6bf1-980e-430b-8354-ada34f982995	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/20af6bf1-980e-430b-8354-ada34f982995
CCDG_13607_B01_GRM_WGS_2019-02-19_chr9.recalibrated_variants.vcf.gz	chr9	FALSE	bdc	dg.4503/cf36dd54-ee3b-46ef-9371-c72180676253	bdc:dg.4503/cf36dd54-ee3b-46ef-9371-c72180676253	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/cf36dd54-ee3b-46ef-9371-c72180676253
CCDG_13607_B01_GRM_WGS_2019-02-19_chrX.recalibrated_variants.annotated.vcf.gz	chrX	TRUE	bdc	dg.4503/a60ad2d4-1afd-438c-a62f-3537840f88eb	bdc:dg.4503/a60ad2d4-1afd-438c-a62f-3537840f88eb	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/a60ad2d4-1afd-438c-a62f-3537840f88eb
CCDG_13607_B01_GRM_WGS_2019-02-19_chrX.recalibrated_variants.vcf.gz	chrX	FALSE	bdc	dg.4503/7c7f9d01-ff56-49db-8674-a8c8521f3095	bdc:dg.4503/7c7f9d01-ff56-49db-8674-a8c8521f3095	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/7c7f9d01-ff56-49db-8674-a8c8521f3095
CCDG_13607_B01_GRM_WGS_2019-02-19_chrY.recalibrated_variants.annotated.vcf.gz	chrY	TRUE	bdc	dg.4503/a41ab760-21be-43ea-850d-d11942145a86	bdc:dg.4503/a41ab760-21be-43ea-850d-d11942145a86	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/a41ab760-21be-43ea-850d-d11942145a86
CCDG_13607_B01_GRM_WGS_2019-02-19_chrY.recalibrated_variants.vcf.gz	chrY	FALSE	bdc	dg.4503/de6c020a-e3e9-4d67-9f4a-b4bb595b072e	bdc:dg.4503/de6c020a-e3e9-4d67-9f4a-b4bb595b072e	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/de6c020a-e3e9-4d67-9f4a-b4bb595b072e
CCDG_13607_B01_GRM_WGS_2019-02-19_others.recalibrated_variants.annotated.vcf.gz	others	TRUE	bdc	dg.4503/194c16aa-db9c-46fe-b9ee-a47622bb494a	bdc:dg.4503/194c16aa-db9c-46fe-b9ee-a47622bb494a	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/194c16aa-db9c-46fe-b9ee-a47622bb494a
CCDG_13607_B01_GRM_WGS_2019-02-19_others.recalibrated_variants.vcf.gz	others	FALSE	bdc	dg.4503/b1518663-38d5-4aa6-8c1b-6153680d0c65	bdc:dg.4503/b1518663-38d5-4aa6-8c1b-6153680d0c65	drs://gen3.biodatacatalyst.nhlbi.nih.gov/dg.4503/b1518663-38d5-4aa6-8c1b-6153680d0c65
CCDG_13607_B01_GRM_WGS_2019-02-19_chr1.recalibrated_variants.annotated.vcf.gz	chr1	TRUE	anv	dg.ANV0/df77da7c-19c7-4b16-ae71-f821d6f851a1	anv:dg.ANV0/df77da7c-19c7-4b16-ae71-f821d6f851a1	drs://gen3.theanvil.io/dg.ANV0/df77da7c-19c7-4b16-ae71-f821d6f851a1
CCDG_13607_B01_GRM_WGS_2019-02-19_chr1.recalibrated_variants.vcf.gz	chr1	FALSE	anv	dg.ANV0/a508d975-d523-42de-9e05-a61c6d07ee84	anv:dg.ANV0/a508d975-d523-42de-9e05-a61c6d07ee84	drs://gen3.theanvil.io/dg.ANV0/a508d975-d523-42de-9e05-a61c6d07ee84
CCDG_13607_B01_GRM_WGS_2019-02-19_chr10.recalibrated_variants.annotated.vcf.gz	chr10	TRUE	anv	dg.ANV0/8fdd323e-3f71-4918-9e2e-5b50ec6f8fe1	anv:dg.ANV0/8fdd323e-3f71-4918-9e2e-5b50ec6f8fe1	drs://gen3.theanvil.io/dg.ANV0/8fdd323e-3f71-4918-9e2e-5b50ec6f8fe1
CCDG_13607_B01_GRM_WGS_2019-02-19_chr10.recalibrated_variants.vcf.gz	chr10	FALSE	anv	dg.ANV0/90cc5b5c-3752-4810-84be-8e84543fa20d	anv:dg.ANV0/90cc5b5c-3752-4810-84be-8e84543fa20d	drs://gen3.theanvil.io/dg.ANV0/90cc5b5c-3752-4810-84be-8e84543fa20d
CCDG_13607_B01_GRM_WGS_2019-02-19_chr11.recalibrated_variants.annotated.vcf.gz	chr11	TRUE	anv	dg.ANV0/7e5d2112-a772-40c4-be39-452fff92d84e	anv:dg.ANV0/7e5d2112-a772-40c4-be39-452fff92d84e	drs://gen3.theanvil.io/dg.ANV0/7e5d2112-a772-40c4-be39-452fff92d84e
CCDG_13607_B01_GRM_WGS_2019-02-19_chr11.recalibrated_variants.vcf.gz	chr11	FALSE	anv	dg.ANV0/53131196-0610-4079-9be8-5ab75b0abddf	anv:dg.ANV0/53131196-0610-4079-9be8-5ab75b0abddf	drs://gen3.theanvil.io/dg.ANV0/53131196-0610-4079-9be8-5ab75b0abddf
CCDG_13607_B01_GRM_WGS_2019-02-19_chr12.recalibrated_variants.annotated.vcf.gz	chr12	TRUE	anv	dg.ANV0/88d2456a-56a3-4b24-bc55-b8533b1dcfd0	anv:dg.ANV0/88d2456a-56a3-4b24-bc55-b8533b1dcfd0	drs://gen3.theanvil.io/dg.ANV0/88d2456a-56a3-4b24-bc55-b8533b1dcfd0
CCDG_13607_B01_GRM_WGS_2019-02-19_chr12.recalibrated_variants.vcf.gz	chr12	FALSE	anv	dg.ANV0/00098e24-37a7-4def-82c2-cdb3c2997395	anv:dg.ANV0/00098e24-37a7-4def-82c2-cdb3c2997395	drs://gen3.theanvil.io/dg.ANV0/00098e24-37a7-4def-82c2-cdb3c2997395
CCDG_13607_B01_GRM_WGS_2019-02-19_chr13.recalibrated_variants.annotated.vcf.gz	chr13	TRUE	anv	dg.ANV0/029bebd0-24d4-4779-a0df-87def430295f	anv:dg.ANV0/029bebd0-24d4-4779-a0df-87def430295f	drs://gen3.theanvil.io/dg.ANV0/029bebd0-24d4-4779-a0df-87def430295f
CCDG_13607_B01_GRM_WGS_2019-02-19_chr13.recalibrated_variants.vcf.gz	chr13	FALSE	anv	dg.ANV0/3f10f65d-22a6-4118-8dc4-2519965a8cbf	anv:dg.ANV0/3f10f65d-22a6-4118-8dc4-2519965a8cbf	drs://gen3.theanvil.io/dg.ANV0/3f10f65d-22a6-4118-8dc4-2519965a8cbf
CCDG_13607_B01_GRM_WGS_2019-02-19_chr14.recalibrated_variants.annotated.vcf.gz	chr14	TRUE	anv	dg.ANV0/c0e22a12-cc0e-4776-af50-5fdb845136e2	anv:dg.ANV0/c0e22a12-cc0e-4776-af50-5fdb845136e2	drs://gen3.theanvil.io/dg.ANV0/c0e22a12-cc0e-4776-af50-5fdb845136e2
CCDG_13607_B01_GRM_WGS_2019-02-19_chr14.recalibrated_variants.vcf.gz	chr14	FALSE	anv	dg.ANV0/baf9acee-19a9-4d79-abf5-02e71b81420f	anv:dg.ANV0/baf9acee-19a9-4d79-abf5-02e71b81420f	drs://gen3.theanvil.io/dg.ANV0/baf9acee-19a9-4d79-abf5-02e71b81420f
CCDG_13607_B01_GRM_WGS_2019-02-19_chr15.recalibrated_variants.annotated.vcf.gz	chr15	TRUE	anv	dg.ANV0/5bed9f97-e91d-4b5a-aef5-452c3e607e36	anv:dg.ANV0/5bed9f97-e91d-4b5a-aef5-452c3e607e36	drs://gen3.theanvil.io/dg.ANV0/5bed9f97-e91d-4b5a-aef5-452c3e607e36
CCDG_13607_B01_GRM_WGS_2019-02-19_chr15.recalibrated_variants.vcf.gz	chr15	FALSE	anv	dg.ANV0/f5cd9f8c-05bb-4fdb-b4bb-f2b3c8ea5d00	anv:dg.ANV0/f5cd9f8c-05bb-4fdb-b4bb-f2b3c8ea5d00	drs://gen3.theanvil.io/dg.ANV0/f5cd9f8c-05bb-4fdb-b4bb-f2b3c8ea5d00
CCDG_13607_B01_GRM_WGS_2019-02-19_chr16.recalibrated_variants.annotated.vcf.gz	chr16	TRUE	anv	dg.ANV0/dc9b25fa-5fea-4a6f-a955-ddc8dbe9d401	anv:dg.ANV0/dc9b25fa-5fea-4a6f-a955-ddc8dbe9d401	drs://gen3.theanvil.io/dg.ANV0/dc9b25fa-5fea-4a6f-a955-ddc8dbe9d401
CCDG_13607_B01_GRM_WGS_2019-02-19_chr16.recalibrated_variants.vcf.gz	chr16	FALSE	anv	dg.ANV0/15e39b40-91b3-4d81-ac27-b4ede2c2e40d	anv:dg.ANV0/15e39b40-91b3-4d81-ac27-b4ede2c2e40d	drs://gen3.theanvil.io/dg.ANV0/15e39b40-91b3-4d81-ac27-b4ede2c2e40d
CCDG_13607_B01_GRM_WGS_2019-02-19_chr17.recalibrated_variants.annotated.vcf.gz	chr17	TRUE	anv	dg.ANV0/5c77fba2-5d77-444d-953b-585eff8a4328	anv:dg.ANV0/5c77fba2-5d77-444d-953b-585eff8a4328	drs://gen3.theanvil.io/dg.ANV0/5c77fba2-5d77-444d-953b-585eff8a4328
CCDG_13607_B01_GRM_WGS_2019-02-19_chr17.recalibrated_variants.vcf.gz	chr17	FALSE	anv	dg.ANV0/29696206-d777-410f-b06f-e6b77efac7c9	anv:dg.ANV0/29696206-d777-410f-b06f-e6b77efac7c9	drs://gen3.theanvil.io/dg.ANV0/29696206-d777-410f-b06f-e6b77efac7c9
CCDG_13607_B01_GRM_WGS_2019-02-19_chr18.recalibrated_variants.annotated.vcf.gz	chr18	TRUE	anv	dg.ANV0/6c6452ca-68ec-401a-9365-19b9d402c5fc	anv:dg.ANV0/6c6452ca-68ec-401a-9365-19b9d402c5fc	drs://gen3.theanvil.io/dg.ANV0/6c6452ca-68ec-401a-9365-19b9d402c5fc
CCDG_13607_B01_GRM_WGS_2019-02-19_chr18.recalibrated_variants.vcf.gz	chr18	FALSE	anv	dg.ANV0/f19f0bc8-17af-4b46-b667-0f8c9aa9846a	anv:dg.ANV0/f19f0bc8-17af-4b46-b667-0f8c9aa9846a	drs://gen3.theanvil.io/dg.ANV0/f19f0bc8-17af-4b46-b667-0f8c9aa9846a
CCDG_13607_B01_GRM_WGS_2019-02-19_chr19.recalibrated_variants.annotated.vcf.gz	chr19	TRUE	anv	dg.ANV0/e9ba9187-e060-4423-bcd2-18eef341b44e	anv:dg.ANV0/e9ba9187-e060-4423-bcd2-18eef341b44e	drs://gen3.theanvil.io/dg.ANV0/e9ba9187-e060-4423-bcd2-18eef341b44e
CCDG_13607_B01_GRM_WGS_2019-02-19_chr19.recalibrated_variants.vcf.gz	chr19	FALSE	anv	dg.ANV0/ebe3a8f3-b01a-46ee-9be6-5c61705c023b	anv:dg.ANV0/ebe3a8f3-b01a-46ee-9be6-5c61705c023b	drs://gen3.theanvil.io/dg.ANV0/ebe3a8f3-b01a-46ee-9be6-5c61705c023b
CCDG_13607_B01_GRM_WGS_2019-02-19_chr2.recalibrated_variants.annotated.vcf.gz	chr2	TRUE	anv	dg.ANV0/069f1069-f169-44d1-bbfc-f9cbe05dac97	anv:dg.ANV0/069f1069-f169-44d1-bbfc-f9cbe05dac97	drs://gen3.theanvil.io/dg.ANV0/069f1069-f169-44d1-bbfc-f9cbe05dac97
